,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 1256,-1.558322743,-0.686550835,-1.396374953,-0.480404892,0.398807165,-0.730235572,1.218455861,-2.414726671,0.974541737,0.859003568,-0.330315754,0.31927184,-0.536531482,-0.509717823,-1.348172631,-0.88996323,0.343581089,-0.351403949,-1.271518532,0.053997674,-1.278262188
image 1257,-0.984770136,-0.394580841,-0.971733677,-0.108121978,0.731345063,-0.365388765,-0.813976584,0.761530371,-1.520180595,-1.248259246,0.380045772,-1.124378851,1.513630674,1.4945813,0.867393895,1.317908071,-1.352083017,0.729753013,-0.731107246,-0.530942332,-0.856886112
image 1258,-0.017928708,1.291062939,0.180589146,0.541107595,-0.442707914,1.296795381,-0.160240675,0.580537779,0.466831262,0.322812116,-0.444312945,0.854028422,-0.750401345,-0.74762126,0.165907694,-0.367574752,0.897054298,-0.615028524,0.234243381,0.877422768,0.264311135
image 1259,0.839071342,1.006054243,1.146938466,1.366039175,-1.37118826,1.032212936,-0.729792991,0.767177987,-0.856413078,-0.86005258,-0.338219797,0.007903647,0.695857537,0.751245141,0.776169274,0.884849196,0.456436689,-0.450633424,0.89602287,0.544694654,1.091587939
image 1260,-2.237893482,0.343453731,-1.423966097,1.125559474,1.726418023,0.363948103,-0.571635828,0.658625508,-1.657893094,-1.221567926,3.760175029,-2.454896317,1.718727365,1.662666084,0.655885089,1.32714131,-2.119698258,3.657763032,-1.937063878,-2.199035518,-1.250502819
image 1261,0.769945322,0.333622319,0.925455658,0.136369408,-0.439990639,0.361044827,-0.764840854,0.762798236,-1.040062031,-0.996549963,-0.215532541,-0.243428599,0.97182235,0.999437445,0.814004334,1.03597922,-0.174884778,-0.047791378,1.000175724,0.466422066,1.037814846
image 1262,-0.177164648,3.011629094,0.360620951,1.806515652,0.682027758,3.03207084,-0.570948615,0.761066654,-0.339158755,-0.585030626,-0.130452281,-0.201251059,0.433663404,0.451471421,0.606983556,0.599024294,0.142899496,0.258783268,-0.925834349,-0.199089514,-0.481334569
image 1263,-1.942392876,-0.689600854,-1.532012808,0.26537447,0.976025397,-0.662157361,-0.765126792,0.653102371,-2.448081922,-1.467427186,6.432042303,-3.612004715,2.133178857,2.042507235,0.827482368,1.579903298,-2.976321999,4.891725721,-1.720522642,-3.672207014,-1.398567827
image 1264,-2.09419222,0.703449234,-1.313958515,1.405029865,1.932015561,0.724358751,-0.583318449,0.694049473,-1.738112506,-1.2323796,3.264322993,-2.331508613,1.779458295,1.708332852,0.658187878,1.339252613,-2.391775901,3.370441867,-1.81479187,-2.03974344,-1.154118287
image 1265,-0.568673683,-0.141303136,-0.631762964,-0.331297094,0.227020575,-0.183891724,1.187727623,-0.785243326,1.466245522,1.750290934,-0.470143515,1.240630854,-1.576206461,-1.638971928,-1.230342577,-1.754068346,-0.188052014,-0.706852814,-0.302294452,0.740533704,-0.546244538
image 1266,0.040848184,-0.29125744,-0.058613435,-0.338549513,0.016913585,-0.26723607,-0.669809114,0.637959481,-0.909563633,-0.941140134,-0.290205082,-0.178744593,1.008211768,1.02541264,0.708143888,0.968548925,-0.426780861,-0.403240242,0.293270505,0.445628837,0.03620925
image 1267,-1.608024922,0.451048237,-1.172778904,0.296335101,1.039446756,0.475568752,-0.683946067,0.725927931,-1.365864707,-1.131020157,1.414874778,-1.60211635,1.546852317,1.490330123,0.730589891,1.208720243,-1.989650187,2.083420771,-1.331557058,-1.112552804,-1.023395886
image 1268,-0.113861386,-0.441481463,-0.249818751,-0.364003842,0.121962691,-0.426479393,-0.418240069,0.333507364,-0.1925141,-0.448871108,-0.289729604,0.116826718,0.322515885,0.355417064,0.455087237,0.469859057,0.352164007,-0.299567657,0.143131153,0.421637069,-0.155081296
image 1269,-1.184545652,-0.31693333,-1.093002308,-0.319991898,0.451804,-0.300542031,-0.457018517,0.43537842,-0.014004711,-0.141414132,-0.39059533,0.371682738,-0.352836901,-0.311315402,0.482064735,0.108891782,1.242304515,-0.438785129,-0.906875947,0.539150213,-1.005866378
image 1270,1.435414842,-0.561677369,1.700160472,-0.127843437,-0.163917578,-0.535249654,-0.736836796,0.649231584,-1.176870536,-1.099981761,0.036767925,-0.829705881,1.33803728,1.316646201,0.784997631,1.162028821,-1.25997489,0.138018476,1.564741114,-0.331014721,1.832195705
image 1271,0.785589863,0.477663746,0.972882554,0.450513383,-0.559707001,0.502303673,-0.687283959,0.729082723,-0.737886988,-0.785046593,-0.361545747,0.134545653,0.601235668,0.660450433,0.731088974,0.806572708,0.570862763,-0.455076535,0.9643678,0.729287615,1.011990505
image 1272,0.960184699,-0.393599995,1.035104878,-0.229995231,-0.081295531,-0.377734183,-0.442341611,0.385519404,-0.223998969,-0.420828329,-0.353362968,0.172491842,0.212991763,0.267298502,0.475079121,0.433502508,0.746437771,-0.412126464,1.189329358,0.481732132,1.148328638
image 1273,-0.835239766,-0.76409482,-0.94426803,-0.512352639,0.315678169,-0.756161462,-0.221017491,-0.352101154,0.349134905,0.067969699,-0.323136711,0.197599707,-0.365222571,-0.353970623,0.236391464,-0.086350714,0.649590355,-0.180292751,-0.56389357,0.170310942,-0.8441556
image 1274,-1.261647752,0.457258845,-0.985692017,0.383459815,1.204455564,0.48358875,-0.734407136,0.751753404,-0.882437917,-0.86005258,-0.179033658,-0.502692272,0.677233401,0.739059744,0.781094334,0.883839154,0.56272718,-0.139615668,-0.988067831,0.001863245,-0.872125023
image 1275,1.041000179,-0.475766251,1.127655304,-0.208860263,-0.108394677,-0.469781177,-0.166769198,0.029784192,0.009094237,-0.280276568,-0.029422094,-0.163203874,0.32049279,0.342796797,0.2049181,0.322083733,0.03960038,0.522407842,1.274157984,0.029339759,1.297725489
image 1276,-1.190698,-0.430632075,-1.146960421,-0.422509669,0.389349394,-0.486424191,1.556024703,-1.74918128,1.536227237,1.736438477,-0.441883487,0.972077733,-1.393671602,-1.418598964,-1.556723596,-1.678906141,0.068175955,-0.634282004,-0.911481052,0.427783962,-1.041871986
image 1277,0.930060168,0.709355459,1.209746206,0.768417654,-1.029714529,0.729495719,-0.561867586,0.685008574,-0.259372617,-0.330618425,-0.358276075,0.27272545,-0.167099849,-0.109485058,0.594489411,0.306204784,1.345373042,-0.358809134,1.156986023,0.534731753,1.327362516
image 1278,1.191139434,4.756296573,-1.040706066,5.524353477,-5.837227313,4.782343767,-0.727780439,0.801238937,-2.118568275,-1.340834204,3.206432819,-2.705604847,1.931099565,1.852480799,0.257359285,1.192045181,-2.646959299,3.253439949,-2.606611792,-3.008591458,-1.656542977
image 1279,1.863066332,-0.61421139,2.069854108,-0.03509325,-0.243703915,-0.590572746,-0.659041397,0.528276926,-1.204735998,-1.076566934,0.401516308,-1.264486686,1.461264233,1.409757721,0.689722273,1.134734881,-1.85103044,0.239101536,1.722862801,-1.002431387,2.3525395
image 1280,0.697918909,1.063957214,-0.456105365,0.8124665,-1.524858898,1.094110888,-0.84121967,0.809999504,-1.85576916,-1.358741038,1.063575115,-1.540574733,1.726013845,1.695974813,0.841861873,1.300242461,-1.715465847,1.815353086,-1.912123143,-1.676583319,-1.389875925
image 1281,0.377667243,1.588391166,0.58553145,0.543206637,0.047922734,1.575621093,0.355659941,0.449624214,0.546387087,0.22685851,0.106988027,-0.005164551,-0.058617911,-0.08060474,-0.380039028,-0.221938579,-0.367778992,0.84675493,-1.21087747,-0.640088734,-0.936749341
image 1282,0.388325711,-0.778863088,0.226617531,-0.508417662,0.23348614,-0.773779111,-0.141551238,-0.537182648,0.501446828,0.270555356,-0.365577404,0.331563055,-0.60770987,-0.619070354,0.149164659,-0.303901181,0.556994579,-0.325233065,0.634953808,0.201761277,0.348299497
image 1283,-1.281972471,-0.189859778,-1.125025106,-0.094579136,0.699338074,-0.167611963,-0.620378864,0.615408435,-0.441071327,-0.506983855,-0.336299274,0.075276685,0.089933945,0.162666249,0.658028771,0.498231809,1.282921997,-0.37065743,-1.007973077,0.406624465,-1.03605819
image 1284,-0.493241507,0.596545093,-0.4048336,0.060610312,0.396421668,0.60364367,-0.198135563,0.5068932,0.393566078,0.168070033,-0.441669075,0.815352515,-0.529283386,-0.51370741,0.20987166,-0.197090049,0.855736176,-0.583926748,-0.231259623,0.905454644,-0.331896464
image 1285,-0.296827809,-0.352129844,-0.412062392,-0.320234057,0.001157671,-0.344216919,-0.220568159,0.191947583,0.207612426,-0.17013264,-0.268294018,0.225851989,0.18085824,0.158899407,0.241687786,0.188655434,-0.390394261,-0.074450043,-0.036059098,0.36209057,-0.31315752
image 1286,1.0818254,-0.529695906,1.1731837,-0.266861552,-0.030272967,-0.527888912,-0.050237508,-0.17082866,0.570763066,0.400183157,-0.390597215,0.452138237,-0.750545321,-0.768072973,0.05575146,-0.436395068,0.588001501,-0.498026606,1.305619032,0.353738706,1.302668973
image 1287,-1.010853737,-0.788344747,-1.070628749,-0.511892191,0.338200178,-0.770576104,-0.495291247,0.10477149,-0.052471198,-0.296935381,-0.209818876,-0.117982221,-0.042839451,-0.029958947,0.497140988,0.238705459,0.566117031,0.161020425,-0.735348525,0.057373765,-0.966924415
image 1288,-0.725756302,-0.232033615,-0.77336112,-0.338968722,0.248065656,-0.265684864,0.938514737,-0.718054088,1.331119621,1.445874741,-0.466066851,1.132476003,-1.378612237,-1.421299052,-0.967516739,-1.452004244,0.085019782,-0.715739035,-0.460395902,0.647229556,-0.688691626
image 1289,-0.735753866,-0.646737121,-0.881995437,-0.484252776,0.204463707,-0.669478002,0.634373898,-1.354670648,-0.532964168,-0.273857137,-0.005380807,-0.454800894,0.685464289,0.717867135,-1.044985561,0.142525873,-0.280999114,0.559433765,-0.55204611,-0.205267109,-0.792337912
image 1290,-0.013556147,-0.276796378,-0.119370852,-0.329134084,0.193162988,-0.270771146,-0.167947278,0.194407913,0.451673877,0.380586998,-0.433507266,0.694938526,-0.863934686,-0.873907061,0.172536478,-0.435649243,0.882058885,-0.59281297,0.241366232,0.634152431,-0.035247875
image 1291,2.435737611,-1.057796028,3.323808718,-0.353888326,0.124808803,-1.029397363,-0.791656403,0.437039698,-1.777724236,-1.326996054,2.365836661,-2.518238366,1.764084392,1.717200686,0.845705443,1.413563165,-2.014895906,2.530917089,2.359910987,-2.444632097,3.635802849
image 1292,0.152645129,-0.292875718,0.043809728,-0.268672203,0.00639681,-0.313590833,0.577776999,-0.490680398,1.082970592,1.052937968,-0.427338314,0.91652108,-1.14775287,-1.159659988,-0.596018642,-1.068034683,0.520458505,-0.554306009,0.402717079,0.550778441,0.140061094
image 1293,-0.741887424,-0.64277629,-0.848396143,-0.485322073,0.258654344,-0.63175388,-0.307198694,0.009768388,0.287774337,0.084604433,-0.398187249,0.38095402,-0.503810305,-0.502052927,0.322232639,-0.121761236,0.762009395,-0.496849843,-0.471933302,0.389689393,-0.758515468
image 1294,0.208851219,0.477839324,0.259171657,0.117424918,-0.340789908,0.466603447,0.313199995,0.230078709,0.601935892,0.339367492,-0.417957182,0.717597911,-0.28722323,-0.2575137,-0.291119488,-0.301387818,0.428666183,-0.5780026,0.459183419,0.770847698,0.348437517
image 1295,0.346685778,-0.942377869,0.147444757,-0.541618017,0.249284224,-0.934150723,-0.229158321,-1.030771842,-0.550257678,-0.629966645,-0.065556948,-0.625882229,0.81681371,0.842663474,0.314373156,0.706812013,-0.324474072,-0.105551818,0.594173265,-0.263973897,0.305219959
image 1296,-0.432926528,-0.364993283,-0.541184898,-0.381080126,0.218218865,-0.364039939,-0.026479573,-0.007303845,0.621349846,0.529923244,-0.448270385,0.838208527,-0.930534997,-0.944221909,0.023521111,-0.579931133,0.758191157,-0.680194149,-0.169348928,0.654461539,-0.461388504
image 1297,-1.454743576,-0.593285557,-1.301276327,-0.420170342,0.442932834,-0.57483724,-0.514302629,0.346118937,-0.145673923,-0.38231174,-0.287651924,-0.019766977,0.074951367,0.107374939,0.545389107,0.375872368,0.686695301,-0.203300256,-1.170077095,0.196105253,-1.199531961
image 1298,0.200413714,-0.489554359,0.029384971,-0.456266972,0.182940601,-0.584381166,2.644619181,-3.193290992,1.993319684,2.865244804,-0.471011531,1.318585847,-2.006613465,-2.070104392,-2.689076353,-2.769975406,-0.720155508,-0.672788964,0.450920053,0.471734166,0.145190228
image 1299,-0.026717776,-0.336013774,-0.141438844,-0.295452857,-0.057108896,-0.322230848,-0.384272113,0.358290791,0.124232228,-0.060326577,-0.344850559,0.201867847,-0.362370321,-0.360498762,0.406149745,0.029672432,0.713199572,-0.314378026,0.22847624,0.386020142,-0.041015072
image 1300,-0.667704507,2.016707184,-0.861050405,0.85838161,-1.429230448,2.006259566,0.290767399,0.515678884,-1.406567198,-0.824576775,1.671625634,-2.025624762,1.516830962,1.479535445,-0.616138375,0.79624157,-1.89911885,2.227081353,-2.411798612,-2.975990113,-1.558574609
image 1301,0.265211118,-0.798131862,0.057519129,-0.488682018,0.18654241,-0.853124527,1.533837541,-3.842047519,1.615349154,1.999297298,-0.417213807,0.69694033,-1.657359782,-1.714450981,-1.580234142,-1.976724031,-0.258729396,-0.560230157,0.514380128,-0.058641792,0.207793238
image 1302,-1.29858381,-0.627772691,-1.229984159,-0.473079296,0.33520724,-0.631092046,0.092751882,-0.529746104,0.74735371,0.568101967,-0.418134602,0.567324646,-0.840412492,-0.854165926,-0.235763211,-0.740276311,0.554496967,-0.591331933,-1.019916224,0.339690234,-1.134138276
image 1303,-0.539384114,-0.23913398,-0.607361516,-0.356143885,0.256639366,-0.233631914,-0.153368545,0.205537386,0.496179893,0.322812116,-0.431379164,0.67068953,-0.717160155,-0.732436074,0.158827964,-0.366118913,0.635864046,-0.623914745,-0.277870177,0.662196585,-0.531429368
image 1304,0.22416617,0.310182537,0.194301282,-0.008091052,-0.023350767,0.171876402,3.856911997,-1.792524967,2.311003144,3.370352693,-0.468081857,1.573262204,-1.903762973,-1.953244902,-3.802883722,-3.145350195,-1.164712278,-0.511355938,0.205751981,0.608104736,0.050328202
image 1305,-0.649005765,-0.939248874,-0.829671838,-0.535134086,0.293140016,-0.920460736,-0.523678178,-0.173744486,-0.141606613,-0.431977867,-0.091974206,-0.430401043,0.217119383,0.220891009,0.530313534,0.393955472,0.170281656,0.165477941,-0.385143313,-0.285066448,-0.708116995
image 1306,-0.302975299,-0.972683201,-0.53348711,-0.554375583,0.292787888,-0.952238266,-0.569872194,-0.150237723,-1.21286081,-1.040053655,0.248305657,-1.103383273,1.500713132,1.440270606,0.618457871,1.124554012,-2.056661223,0.263538808,-0.042079712,-0.719132367,-0.370498908
image 1307,-1.351142437,-0.115361825,-1.14932944,0.254992297,1.065315945,-0.090344282,-0.69764124,0.687946181,-0.701230308,-0.717811496,-0.193143173,-0.432483825,0.415045132,0.485820027,0.741211738,0.726555821,0.951847678,-0.160350185,-1.106961327,-0.107955651,-1.070173624
image 1308,-0.87732378,-0.656769299,-0.99159952,-0.505429675,0.298736255,-0.74363486,2.422649382,-4.017544546,1.920980851,2.700366777,-0.46264285,1.136511118,-1.954978862,-2.014443335,-2.681928948,-2.74056451,-0.57311821,-0.695004518,-0.608749162,0.244065613,-0.87982749
image 1309,0.430083565,-0.83696621,0.26502703,-0.529138311,0.244081446,-0.831058101,-0.164517188,-0.684102253,0.408060487,0.057541561,-0.330061111,0.181745757,-0.216139913,-0.232969449,0.179883133,-0.063245894,0.080748587,-0.375962174,0.675315249,0.096470692,0.395928149
image 1310,1.195781231,0.943063589,-0.38672936,0.068493922,-0.918845948,0.973970179,-0.862181217,0.817556957,-2.393301999,-1.508991181,2.14953956,-2.656035151,2.093892507,2.015846415,0.892842852,1.555505285,-2.725171903,2.180096423,-1.437103798,-2.765620433,-0.982702135
image 1311,1.532836426,1.053252843,2.164086294,1.637149664,-1.709600952,1.075052858,-0.608254464,0.722894984,-0.515868082,-0.733691142,0.476208798,-0.841703763,0.732540908,0.733674512,0.64681432,0.763935951,-0.394638494,1.058543212,1.514398162,-0.555954886,2.201845614
image 1312,-0.709935979,1.66544239,-1.014153078,0.677716091,-1.431974948,1.665115917,0.008617376,0.561856129,-1.347829651,-0.854308879,1.378131323,-1.882913557,1.411895805,1.397120992,-0.460509212,0.74971824,-1.478052188,2.000482702,-2.400802309,-2.811650833,-1.552429802
image 1313,2.115276694,-1.129245832,2.72164171,-0.533058506,0.263244439,-1.098880738,-0.84647417,0.611967266,-2.082777415,-1.43287755,0.964418546,-2.041990818,1.923852151,1.865949692,0.902813276,1.525447406,-2.290709684,0.842725002,2.265907232,-1.613320302,3.108194412
image 1314,1.218605272,-0.80025057,1.044628829,-0.458155453,0.116075493,-0.80515579,0.137028034,-1.145486618,0.21133627,-0.093437329,-0.02309952,-0.37761105,0.248987299,0.240499,-0.129530255,0.113615646,-0.359449261,0.461685328,1.44530006,-0.317157086,1.5107112
image 1315,-1.641049845,-0.805258974,-1.43962734,-0.53605637,0.309956047,-0.799244041,-0.167505498,-0.568505104,0.383079209,0.096442694,-0.337053016,0.108172272,-0.36109842,-0.34447144,-0.183122799,-0.485847108,0.668814487,-0.330669432,-1.352538263,0.070742329,-1.331567264
image 1316,0.443717089,-0.292278592,0.122690418,-0.319634124,-0.065128276,-0.393868284,2.833160975,-2.528354024,2.032185894,2.955454708,-0.472730836,1.327922901,-2.039961198,-2.098248133,-3.090226564,-2.9682294,-0.676757875,-0.70389074,0.687824757,0.5158057,0.447968989
image 1317,1.132370748,-0.269458187,0.508556411,-0.19139534,-0.276846171,-0.244374644,-0.699436747,0.668242435,-0.79217291,-0.880979845,-0.13822782,-0.504398443,0.852045696,0.86120057,0.705196257,0.839847683,-0.31492536,0.058379342,1.031602289,-0.257768009,1.115982839
image 1318,-0.062511256,0.227872271,-0.063309072,-0.122480308,-0.046409065,0.255038903,-0.757674204,0.754344317,-0.996648933,-0.974926615,-0.298095458,-0.131388554,0.938518611,0.964632424,0.806256859,1.01241408,-0.159856848,-0.348441876,0.190580956,0.613645498,0.021766264
image 1319,0.16894885,-0.475184711,0.041565178,-0.373628261,0.152568824,-0.456477128,-0.521567452,0.427701447,-0.139769762,-0.322171804,-0.391392897,0.345003749,-0.079326507,-0.036042548,0.551876754,0.304880029,1.007883598,-0.529128382,0.42010458,0.556015142,0.129569854
image 1320,-0.252530907,-0.372415874,-0.373859901,-0.373112172,0.173667641,-0.363341023,-0.252965343,0.209207322,0.329697232,0.148811739,-0.426818305,0.647398392,-0.57975035,-0.563265492,0.223253912,-0.241723536,0.98224782,-0.597256081,0.005946351,0.632609408,-0.294782578
image 1321,1.383145096,0.110467559,1.750509302,0.706839008,-0.937443786,0.136745221,-0.732848783,0.732706789,-1.042503179,-1.023811176,0.031666299,-0.697260414,1.121314831,1.130959896,0.78093581,1.074160515,-0.614689926,0.306765295,1.564066774,-0.149629593,1.918686757
image 1322,-0.875456103,-0.281682667,-0.878860452,-0.28174787,0.316921202,-0.270207895,-0.319919524,0.327049582,0.189257557,-0.055934335,-0.380336521,0.390832112,-0.294064941,-0.262610861,0.339919376,0.037179175,0.91204422,-0.441747202,-0.602745309,0.516366852,-0.790848414
image 1323,0.745885248,2.913493162,1.390493368,2.403598679,-1.933592429,2.928660706,-0.423835947,0.729271589,-0.324465837,-0.549554821,0.349649396,-0.608215778,0.642756206,0.652379481,0.453185587,0.587775862,-0.38490155,1.100012246,0.720964302,-0.378965665,1.358481045
image 1324,1.814350275,1.025177624,2.612467005,1.82447152,-1.88920363,1.03643803,-0.314323647,0.610476775,-0.533468061,-0.63030451,1.382181597,-1.356569727,1.04724355,0.998081215,0.346001628,0.702022037,-1.654300726,1.994558555,-0.639973499,-1.532315357,0.234957286
