,glcm_mean,glcm_variance,glcm_autoCorrelation,glcm_cProminence,glcm_cShade,glcm_cTendency,glcm_contrast,glcm_correlation,glcm_differenceEntropy,glcm_dissimilarity,glcm_energy,glcm_entropy,glcm_homogeneity1,glcm_homogeneity2,glcm_IDMN,glcm_IDN,glcm_inverseVariance,glcm_maxProb,glcm_sumAverage,glcm_sumEntropy,glcm_sumVariance
image 1159,1.098502657,2.614303105,-0.702042964,2.325323486,-3.080221988,2.638646036,-0.679626442,0.778938876,-1.637197027,-1.17967269,2.328606479,-2.130297056,1.561013517,1.535739822,0.293806525,0.942431003,-1.581640813,2.792837462,-2.322472477,-2.423385711,-1.562826549
image 1160,-1.978681893,-0.874586662,-1.585304259,-0.538836894,0.353697662,-0.858115587,-0.459080156,-0.149076656,-0.166871694,-0.413733168,-0.116247341,-0.478050765,0.19016487,0.234561998,0.322817976,0.20552561,0.662694598,0.147705497,-1.688172987,-0.32149102,-1.468598031
image 1161,0.308475305,-0.522301718,0.182535517,-0.410830756,0.148022157,-0.520332865,-0.05475348,-0.155217841,0.591290597,0.555600969,-0.433565463,0.694584364,-0.994257376,-1.026645649,0.051458507,-0.614787305,0.625595238,-0.53949564,0.54680954,0.50226878,0.270292273
image 1162,-0.729953082,-0.4568173,-0.799113949,-0.370059297,0.271214892,-0.435899134,-0.583220276,0.50436745,-0.399445843,-0.571516033,-0.342124223,0.080709615,0.326032526,0.373545802,0.620759737,0.580336312,0.659171718,-0.42841787,-0.460245268,0.508108555,-0.715227948
image 1163,2.653501366,-1.021384461,3.751096424,-0.236194717,0.042776299,-0.99466805,-0.74475333,0.317592279,-2.457814639,-1.449139671,6.607555464,-3.680230946,2.133009608,2.043211008,0.803665331,1.563234423,-2.99021867,4.963532239,-2.665290401,-3.718796242,-1.541805135
image 1164,1.655370709,-1.046606039,1.952625677,-0.513091816,0.21813902,-1.023306598,-0.64945544,-0.169152446,-0.496192963,-0.676384406,0.167315297,-0.992966889,0.487695983,0.509763791,0.6895479,0.688954755,0.215122048,0.61950285,1.875848761,-0.861442043,2.258065829
image 1165,-0.839816432,-0.17390121,-0.875858144,-0.342905811,0.441091509,-0.276229656,2.853728279,-2.173045873,2.027670499,2.826728215,-0.463904584,1.31777076,-1.904598172,-1.937258859,-2.860953877,-2.694447328,-0.415354115,-0.672788964,-0.569261458,0.52162122,-0.76770249
image 1166,-0.486979296,0.332652675,-0.454871614,-0.163529067,0.188551668,0.328948331,0.103207337,0.289846979,0.765200471,0.650878845,-0.441088512,0.878428065,-0.961360683,-0.98860652,-0.11101621,-0.694246141,0.506361697,-0.536533566,-0.222286123,0.763101728,-0.371849856
image 1167,-0.068575713,1.155796507,0.093482542,0.260822014,-0.199842333,1.1383894,0.485101418,0.336086963,0.933022377,0.733993588,-0.413685427,0.785619638,-0.771323266,-0.774375643,-0.47469452,-0.722726124,0.40430649,-0.410645427,0.187482193,0.616204684,0.201409945
image 1168,0.030850619,0.302295004,0.025270646,-0.029301837,0.588702098,0.271978956,0.845348289,-0.132901592,0.824947557,0.648513792,-0.395752774,0.642498225,-0.530907281,-0.510974459,-0.733492393,-0.574985216,0.472524235,-0.372138467,0.233726921,0.443674958,0.08754735
image 1169,0.200963031,-0.399488752,0.080112354,-0.407504922,0.155497058,-0.410358113,0.303235406,-0.377316908,0.897653778,0.796498578,-0.446438455,0.876443214,-1.01565204,-1.036737473,-0.309508428,-0.825392847,0.503716579,-0.646130299,0.450037766,0.598073564,0.170233081
image 1170,0.230867835,-0.083201232,0.178778186,-0.237018352,-0.052118932,-0.084060298,0.023981495,0.157270739,0.68132707,0.558303888,-0.440751578,0.800555155,-0.907500406,-0.930260097,-0.028019251,-0.602993965,0.58300097,-0.601699191,0.480745643,0.727825515,0.262593436
image 1171,-0.017247556,0.082314955,-0.071008386,-0.050875295,0.562437806,0.043071867,1.094364828,-0.453047292,1.185326108,1.12118666,-0.402037178,0.747304952,-0.945042745,-0.973413057,-1.032162406,-1.065952985,0.035872722,-0.295124546,-0.238038166,0.16031567,-0.417927698
image 1172,-1.166637926,-0.002466994,-1.033133957,-0.11879338,0.627034483,-0.018063058,0.434934869,-0.083865726,0.89396714,0.704937215,-0.410456989,0.726597245,-0.776021329,-0.772235862,-0.429644226,-0.697754004,0.522925797,-0.566154305,-0.887917545,0.595814167,-0.937397893
image 1173,-0.370853735,-0.660732629,-0.543095706,-0.489305963,0.222272034,-0.660210945,-0.014355173,-0.448267284,0.629670731,0.541748512,-0.423601177,0.594622925,-0.939082491,-0.962678033,0.012773536,-0.591678804,0.654652316,-0.585407785,-0.108557231,0.383566033,-0.449170803
image 1174,-0.844496611,0.040340369,-0.800838737,-0.22508455,0.389754743,0.033190916,0.19936807,0.104036828,0.630153156,0.334299519,-0.439680694,0.78915879,-0.405791414,-0.396791042,-0.241372758,-0.375786378,0.401900453,-0.652054447,-0.573845044,0.734560221,-0.718082636
image 1175,0.867767649,-0.029206313,0.982846934,0.043361553,-0.31305499,-0.006599348,-0.630441626,0.649940976,-0.42626168,-0.552595604,-0.350681163,0.189012626,0.208041224,0.256324287,0.668674045,0.54924564,0.854688681,-0.3173401,1.056211681,0.597158984,1.042240204
image 1176,-0.93772665,-0.706229558,-1.047959479,-0.53207571,0.310175684,-0.8017476,2.663959318,-4.852606138,1.956092482,2.673337592,-0.457348748,1.066944982,-1.876588354,-1.924033643,-3.097397388,-2.799155673,-0.446163406,-0.699447629,-0.665064868,0.141595086,-0.927545413
image 1177,0.509594819,-0.936107797,0.346805273,-0.417736425,0.10678482,-0.916396742,-0.549416881,-0.091009545,-1.093999481,-0.97014733,0.771448295,-1.575624015,1.35403786,1.329039906,0.570254036,1.029876891,-1.491197421,0.970591059,0.753356008,-1.214216292,0.597249441
image 1178,0.303597372,-0.459211398,0.195495367,0.029990782,-0.161346713,-0.441042595,-0.50654694,0.419287754,-1.77237041,-1.19656593,4.962179511,-2.943443099,1.835715382,1.762562521,0.577349263,1.313301792,-2.560920912,4.251658843,0.471018971,-2.905012024,0.500320974
image 1179,-0.418732183,0.285145678,-0.409661913,-0.110744856,0.388999332,0.267050676,0.504539728,0.047818639,0.755688512,0.508975626,-0.389306971,0.573611437,-0.338298198,-0.329468276,-0.49238064,-0.459856031,0.088618226,-0.404721279,-0.205156852,0.622497891,-0.365314944
image 1180,0.700291958,-0.326743182,-0.255619566,-0.388870918,-0.086427858,-0.32055197,-0.172561422,0.164427243,0.203983381,-0.033635258,-0.089624388,-0.416672465,-0.2294307,-0.189756773,-0.008653068,-0.178243898,0.900454099,0.326910967,0.939233393,-0.524571803,0.765128964
image 1181,0.222034821,0.411218652,0.262797679,-0.12640825,0.250813385,0.404813382,0.178506247,0.276091786,0.663951653,0.348827706,-0.383031049,0.600708564,-0.338390756,-0.331987921,-0.172549172,-0.333628347,0.191183076,-0.37065743,0.470674664,0.647068102,0.359154471
image 1182,-0.527233228,-0.450415931,-0.631903846,-0.391771777,0.174354537,-0.429061311,-0.595393763,0.520146565,-0.328597373,-0.421504058,-0.363542374,0.1903972,-0.01938121,0.028364051,0.630582197,0.404611578,1.089242866,-0.3173401,-0.264549802,0.541299995,-0.552809656
image 1183,0.968973767,2.291491835,1.57391867,2.47949681,-2.052318112,2.320400514,-0.80685902,0.805868135,-1.389389045,-1.165482368,0.100861016,-0.604220112,1.291450676,1.305708183,0.859584176,1.223154064,-0.682841282,0.552028581,-0.08456334,-0.266854194,0.48975058
image 1184,-0.981056755,-0.421074794,-0.982678766,-0.372102665,0.425171983,-0.413432212,-0.213008816,0.131024655,0.405357823,0.140027254,-0.36147836,0.340771266,-0.459112419,-0.469752237,0.225099742,-0.167357808,0.472952508,-0.343998765,-0.709007043,0.435696695,-0.893929758
image 1185,-1.498710889,-0.757936271,-1.404953758,-0.514793739,0.324817356,-0.864486522,2.971634395,-6.006987388,2.02038917,2.904437121,-0.456999798,0.962601084,-2.00048089,-2.056848514,-3.124630135,-2.897063212,-0.615838909,-0.706852814,-1.221594024,-0.005121986,-1.28262466
image 1186,1.71535916,-0.877728858,1.479330891,-0.477807503,0.161841843,-0.85577925,-0.611861445,0.203421492,-0.57924014,-0.743228699,0.602925851,-1.54929142,0.670781818,0.697261999,0.617161146,0.715839747,0.028144664,0.783837627,1.930691458,-1.581290763,2.435774255
image 1187,0.594801169,0.900627019,0.293318638,0.12694118,-0.652837358,0.899504169,0.031049972,0.459918112,0.153268596,-0.120804378,0.486134443,-0.719451613,0.210344614,0.187190094,-0.314888067,-0.076493778,-0.424383154,1.292547048,-1.614620414,-1.522031694,-1.240635022
image 1188,-0.928168538,0.282439019,-0.803873872,-0.071656524,0.342087992,0.302780896,-0.56736529,0.64967289,-0.343609969,-0.540770336,-0.372970159,0.268426717,0.294320721,0.336350532,0.604136612,0.54794497,0.614396437,-0.475811052,-0.655790099,0.702384036,-0.720537523
image 1189,-2.381243181,-0.448674953,-1.611312865,0.119992047,0.907785048,-0.424407268,-0.676632157,0.608738441,-1.686694449,-1.201633902,2.731294672,-2.375060939,1.758183873,1.680568711,0.694399737,1.268883485,-2.525309144,3.023879224,-2.146187315,-2.157431665,-1.510833164
image 1190,0.069676327,0.137703751,0.052355706,-0.039550581,-0.074817868,0.153835057,-0.449900954,0.558518758,0.008579234,-0.150536481,-0.436069612,0.645241042,-0.310819224,-0.270653092,0.474590663,0.120985316,1.160474592,-0.641687189,0.321460637,0.865308997,0.121890012
image 1191,-0.534110673,-0.593875021,-0.833166553,-0.507215116,0.157019309,-0.586996301,-0.191656126,-0.081939853,0.270702148,-0.057623659,-0.292508248,-0.01938251,-0.109193026,-0.097768698,0.065402977,-0.090634138,0.376880946,-0.284757287,-0.269800483,-0.01596904,-0.572792883
image 1192,-0.077650426,0.011253844,-0.138240941,-0.289984839,0.530475035,-0.006611224,0.498207551,-0.117257049,0.249815283,0.094415505,-0.212239544,-0.111718657,0.144299516,0.18739177,-0.399451602,0.002442435,0.231807076,-0.06112071,0.17859477,0.037125303,-0.002478873
image 1193,-1.139589569,-0.579675423,-1.111116007,-0.414909712,0.422717354,-0.551278764,-0.791740334,0.715727521,-1.240451276,-1.084394813,-0.1849472,-0.530788727,1.11179657,1.144001804,0.83732503,1.114931219,-0.26174746,-0.151463963,-0.862804657,0.151012171,-1.012295491
image 1194,-0.349716026,-0.297724228,-0.449907889,-0.351372012,0.283010598,-0.288489986,-0.257432228,0.26182204,0.329372523,0.1923963,-0.43472117,0.709147388,-0.659365651,-0.64293593,0.268752789,-0.236370454,1.059791845,-0.640206152,-0.089276042,0.678289227,-0.373539242
image 1195,-0.33345625,-0.58308652,-0.487010674,-0.436067857,0.201989882,-0.565108276,-0.501196496,0.3364173,-0.164428344,-0.307643618,-0.375518132,0.232414634,-0.115719934,-0.056273698,0.531694219,0.291636986,1.24209725,-0.493583495,-0.071931579,0.438272444,-0.398505825
image 1196,-0.687699637,-0.265061333,-0.731688535,-0.31823033,0.300347598,-0.252363416,-0.354034741,0.365459049,0.156293141,-0.017755612,-0.413620632,0.534552357,-0.430849251,-0.401887773,0.374063786,-0.013599575,1.080693175,-0.515799049,-0.423124674,0.630816907,-0.655112146
image 1197,-0.826171404,-0.123004043,-0.875189293,-0.39110774,0.244891739,-0.275260269,4.246070901,-3.104470687,2.356990905,3.686594154,-0.482443483,1.579040649,-2.174816269,-2.217273626,-4.172850995,-3.442545652,-0.93868007,-0.736473552,-0.554477778,0.651712448,-0.762913148
image 1198,1.661200764,0.395248493,2.231746968,0.453748603,-0.712020629,0.391670225,0.099673099,0.312066148,0.188106937,-0.114047082,1.210507938,-0.647878841,0.43001806,0.376091188,-0.049603889,0.17893476,-1.212387214,2.02566033,-0.819787806,-1.04144227,-0.225499398
image 1199,-0.947174898,0.003268348,-0.875514828,0.236543367,0.886065292,0.013508012,-0.285558874,0.416785885,0.222486494,-0.002551695,-0.395789766,0.376069597,-0.365241678,-0.340478937,0.305390705,-0.018227562,0.903867841,-0.535052529,-0.918689979,0.250108899,-1.016779579
image 1200,0.010438009,0.265950887,0.012912626,-0.019759984,-0.096082493,0.27695171,-0.306862477,0.499579414,0.266402018,0.144757362,-0.451618989,0.824015162,-0.637228314,-0.630526904,0.320787768,-0.191194708,0.977919246,-0.657978595,0.263444915,0.92114097,0.080461899
image 1201,-1.611584495,-0.013012917,-1.268542277,0.01467713,0.907780801,0.001405563,-0.402090564,0.492774122,-0.246989621,-0.527593608,1.097254122,-0.992206242,0.715509198,0.669336593,0.431017648,0.567044613,-1.171686786,1.844973824,-1.325101302,-0.909810416,-1.120295932
image 1202,-1.129723841,-0.394109413,-1.086131878,-0.37826211,0.315758532,-0.410644821,0.461245309,-0.529690857,0.976929849,0.702910026,-0.392396395,0.606841167,-0.571382177,-0.605237325,-0.469171793,-0.686735975,-0.301527604,-0.469886904,-0.853185581,0.459896504,-0.991168258
image 1203,0.742347648,1.2506112,-0.742143954,0.578366909,-1.416305985,1.277763585,-0.757576031,0.782128762,-1.098843616,-1.070204492,1.488618747,-1.668487238,1.222270847,1.204549587,0.491245913,0.667813057,-1.044559814,2.19005543,-1.881522862,-1.852261095,-1.380534688
image 1204,1.524420893,0.328395956,2.001265443,0.850316329,-1.008482292,0.327699789,0.019318264,0.334229876,0.211298382,-0.067759603,0.010631559,-0.402754247,0.369905248,0.349521322,-0.009194335,0.118227955,-0.851847014,0.165477941,1.442244336,-0.293152412,1.938144373
image 1205,-0.462216097,-0.167149249,-0.527184157,-0.288094391,0.307412734,-0.162637154,-0.125781852,0.224858288,0.27358803,-0.096815977,-0.118981924,0.084269145,0.202633385,0.160477123,0.147373529,0.122037054,-0.753371863,0.387633481,-0.205135333,0.280725944,-0.428882834
image 1206,-0.424620858,-0.172221529,-0.49761655,-0.350689697,0.220151693,-0.1745054,0.063741676,0.069974393,0.722119538,0.649527386,-0.448606848,0.841080073,-1.006035591,-1.038259649,-0.071634125,-0.700074625,0.526825098,-0.655016521,-0.161214677,0.707381244,-0.418077227
image 1207,1.687861026,1.137245532,0.034192735,0.140757944,-1.040900701,1.166219102,-0.808331028,0.798517734,-1.40657585,-1.183055408,0.414814623,-1.518870293,1.336996657,1.345770717,0.806080289,1.102364149,-0.804364442,0.732447429,-2.691007182,-3.802081751,-1.582541614
image 1208,-0.389816149,-0.505251575,-0.52152696,-0.435594553,0.244585264,-0.48246008,-0.635448464,0.544316698,-0.428835597,-0.570164574,-0.345628099,0.06025027,0.253671139,0.289783718,0.657112869,0.534392126,0.6593761,-0.455076535,-0.131346048,0.479526735,-0.439962735
image 1209,-1.149235572,-0.846769452,-1.177010859,-0.513377691,0.35831665,-0.838694684,-0.22493687,-0.590093454,0.239778414,0.089009668,-0.346307621,0.072680976,-0.518298953,-0.482991025,0.207450231,-0.167870624,1.189791475,-0.495064532,-0.870874351,-0.042774454,-1.067900913
image 1210,-0.040758313,-0.654198361,-0.235157365,-0.493498332,0.242047849,-0.685421428,0.87092243,-1.728136918,1.225951554,1.264441339,-0.439588096,0.872127984,-1.241623011,-1.255300354,-0.883027229,-1.259020412,0.43529885,-0.607623339,0.214725481,0.343492402,-0.127827678
image 1211,0.017425318,-0.341266224,-0.095604061,-0.367918418,0.253597468,-0.324714495,-0.461485402,0.429171698,-0.010795921,-0.112695623,-0.409051998,0.420731017,-0.394949705,-0.380381663,0.486309161,0.074888553,0.983700809,-0.597256081,0.267447483,0.631738589,-0.017923757
image 1212,-0.872665574,-0.198109834,-0.861660441,-0.305073451,0.365370747,-0.189408207,-0.242608062,0.303173405,0.373709764,0.235642995,-0.425103477,0.619190108,-0.691452932,-0.697878222,0.252293441,-0.283122315,0.804715475,-0.570597416,-0.601432639,0.670367058,-0.781501563
image 1213,-0.469511023,-0.315146981,-0.582205045,-0.419589656,0.190568809,-0.361815582,1.301559547,-1.192622096,1.349980266,1.297889955,-0.44377927,1.001122515,-0.888692122,-0.893691313,-1.289334934,-1.221987959,-0.052863764,-0.617990598,-0.205178371,0.595260354,-0.489427065
image 1214,-2.105801467,-0.482063574,-1.548233725,-0.223113758,0.717432143,-0.462362652,-0.549267104,0.455424892,-0.610273404,-0.75944621,0.410599055,-1.113293495,0.84045564,0.855031567,0.589089134,0.804493563,-0.395164002,0.572281315,-1.808519417,-0.817535268,-1.413139445
image 1215,-1.342946631,-0.855934722,-1.294121396,-0.453950314,0.428422566,-0.845210801,-0.298812268,-0.459121178,0.295888518,0.137324336,-0.279692276,-0.13899195,-0.593874944,-0.59507147,0.312509025,-0.18091604,0.820951077,-0.210705441,-1.060587483,-0.273753413,-1.176393743
image 1216,-0.218956667,0.003336863,-0.282570582,-0.293782316,0.186730463,-0.023225126,0.740744653,-0.290352804,1.247085277,1.26241415,-0.464060564,1.136511822,-1.235744858,-1.282333019,-0.770786337,-1.276572086,-0.000903034,-0.652054447,0.040204893,0.758994323,-0.199432781
image 1217,0.306257654,-0.838732122,0.127620921,-0.424766213,0.364223636,-0.81333723,-0.707952984,0.468427885,-2.000256943,-1.330771531,5.410557614,-3.116504501,1.94378985,1.862060162,0.761833984,1.434151947,-2.718933577,4.454810716,0.410841738,-3.167397595,0.380860017
image 1218,-0.828808124,-0.427975116,-0.873144441,-0.260106723,0.474734606,-0.417405298,-0.294639903,0.211258412,0.150778243,-0.102221814,-0.366481945,0.312834623,-0.195746706,-0.158698026,0.31775972,0.094678472,0.871329661,-0.422493722,-0.571262742,0.363996818,-0.793210519
image 1219,0.039859414,-0.511335415,-0.106341245,-0.415862239,0.239672602,-0.497937887,-0.373473051,0.234086448,0.165435033,-0.018431341,-0.395405473,0.428358846,-0.428899138,-0.406902384,0.392816409,-0.016137617,0.99176174,-0.483216237,0.29367937,0.499687134,-0.015657002
image 1220,0.377117926,1.652067614,0.682164741,0.599684803,-0.347573569,1.647972755,0.113711878,0.529513202,0.307023538,-0.030256609,-0.145751903,0.023193431,0.198216761,0.184469124,-0.05970284,0.083803213,-0.447274525,0.115122685,0.623977336,0.194006232,0.83778471
image 1221,1.519916496,-0.289238789,1.853177103,-0.075458262,-0.215075963,-0.344013249,1.527603537,-1.341407071,0.528466231,0.435321097,-0.11478109,-0.03762811,0.182619254,0.190757874,-1.144126087,-0.241664173,-0.49528356,0.297290228,1.723306408,-0.041297527,2.053006018
image 1222,-0.68031682,1.640889858,-0.354018679,1.005211629,1.249580546,1.657454243,-0.462418048,0.699748272,-0.021874034,-0.283993081,-0.348316736,0.199803415,-0.031758207,-0.008130707,0.48993616,0.272703386,0.65024894,-0.415088538,-0.413053696,0.41779428,-0.238050191
image 1223,-0.808725104,-0.564069653,-0.885354739,-0.459291149,0.328221683,-0.555328985,-0.243589794,0.023690087,0.37920191,0.167394304,-0.392142634,0.394796019,-0.560476077,-0.5663906,0.16294458,-0.321473089,0.667195011,-0.478773126,-0.541501709,0.404288241,-0.798438606
image 1224,0.428028603,0.103549925,0.443487393,-0.132249719,-0.089117653,0.104795824,-0.034775216,0.287110296,0.544365011,0.272132395,-0.434351014,0.777503565,-0.483469022,-0.472476655,0.040153217,-0.28518965,0.590357166,-0.604661265,0.663895424,0.810473442,0.515746038
image 1225,1.691149514,-0.624479316,1.780674437,-0.152101001,-0.155953645,-0.632716622,0.229899962,-0.713320691,-0.227109093,-0.296156214,0.168916694,-0.82048342,0.75839753,0.757733543,-0.233557045,0.374227192,-0.883793004,0.341721336,1.781171496,-0.597473678,2.221327246
image 1226,-1.179360102,0.321983227,-0.975332343,-0.121979556,0.372494971,0.313521253,0.235888532,0.21343397,0.634681775,0.287674176,-0.251613203,0.46330012,-0.164571607,-0.174708908,-0.292889298,-0.30999029,-0.199107538,0.038108764,-0.900377153,0.462435854,-0.870483843
image 1227,0.028543489,0.511061407,0.084892794,0.101377334,-0.059871042,0.536042457,-0.696806767,0.735515953,-0.717971263,-0.680308502,-0.417661481,0.383041898,0.310536521,0.394172925,0.740201459,0.683130285,1.237943297,-0.594294007,0.266974061,0.976115996,0.135037259
image 1228,0.035187019,-0.521197551,-0.305428161,-0.437165824,0.128449857,-0.494923348,-0.732567559,0.65387283,-1.218434322,-1.118499412,-0.14167484,-0.51992267,1.418018296,1.374794587,0.770714501,1.169341295,-1.626185647,-0.185286075,0.27394163,0.05033448,-0.018153933
image 1229,-1.600246597,-0.956439868,-1.524363557,-0.565558434,0.301693482,-0.960676345,0.118424196,-2.171030309,-0.730786549,-0.429612814,0.197050666,-1.030343136,0.906150038,0.887186885,-1.934311486,-0.252877982,-1.195672497,0.202503864,-1.599126601,-1.237471548,-1.444782013
image 1230,-0.033131696,-0.467608784,-0.286139114,-0.407299849,0.084452594,-0.451849432,-0.439351065,0.340400802,0.264768529,-0.15420051,-0.368197767,0.293629843,-0.257344424,-0.239710773,0.362639285,-0.023219837,0.817515639,-0.369272621,0.195764958,0.511697055,-0.083321646
image 1231,1.372570829,-1.052654539,1.230808483,-0.533041666,0.255221036,-1.02173879,-0.861852924,0.76777148,-2.633436154,-1.547461983,4.469104671,-3.110217629,2.196150465,2.105284155,0.919312371,1.654288183,-3.00348816,3.991414347,1.588772281,-2.910728922,2.002543842
image 1232,-0.95710628,-0.762200045,-1.026037462,-0.476796546,0.327281397,-0.73862805,-0.657139437,0.433967839,-0.539017569,-0.599615802,-0.283828521,-0.208937109,0.23419566,0.299120416,0.697521047,0.598002344,1.058428337,-0.349316223,-0.684353058,0.152173452,-0.929315998
image 1233,-0.018609861,-0.663306461,-0.203464206,-0.48871526,0.234062636,-0.667021482,0.103796377,-0.629360911,0.776798806,0.683989597,-0.416043728,0.579159684,-0.996699416,-1.034897905,-0.113339275,-0.73188033,0.395006409,-0.492102458,0.236416819,0.365825569,-0.102502464
image 1234,0.570982794,0.403253288,0.662215463,0.427382587,-0.718621456,0.370862699,0.903172354,-0.104397385,0.326618709,0.179557437,-0.2197084,0.20575042,0.142384858,0.13975825,-0.674146869,-0.042787193,-0.271486185,0.119565796,0.811000571,0.377392371,0.793684502
image 1235,0.542044788,-0.221970004,0.524622208,-0.199365236,0.007766193,-0.203951543,-0.502423662,0.509639191,-0.28370383,-0.511376097,-0.353250814,0.243936706,0.342145084,0.383171702,0.537091077,0.526768122,0.477555801,-0.437304092,0.737211286,0.583654274,0.573831988
image 1236,0.544593618,0.45595443,0.662467137,0.325253092,-0.54132233,0.481717573,-0.718601237,0.743714073,-0.787789653,-0.794506807,-0.352001567,0.079600832,0.557372779,0.620447574,0.763890641,0.811145984,0.708598495,-0.434342018,0.786576296,0.737812246,0.752093132
image 1237,-0.319195988,-0.638649972,-0.492019536,-0.488841643,0.28933422,-0.639584181,0.026239481,-0.459465047,0.672703669,0.533301892,-0.419068357,0.610013977,-0.876490784,-0.885724216,-0.090242096,-0.641022272,0.713038417,-0.557268083,-0.057965628,0.381468555,-0.396771271
image 1238,0.620245521,-0.424392929,0.584692992,-0.219512479,-0.120625063,-0.400407125,-0.668778294,0.606838681,-0.637793973,-0.765112569,-0.232763289,-0.216769574,0.62264717,0.659350565,0.697094232,0.759913483,0.253226148,-0.083336264,0.860666849,0.274490378,0.707847677
image 1239,-0.662606848,-0.616401868,-0.798640692,-0.482713042,0.27631625,-0.652112006,0.996044283,-1.745520717,1.364828022,1.622240171,-0.452947639,0.956871504,-1.560107982,-1.619778588,-1.037451193,-1.642098042,-0.037419052,-0.655016521,-0.394288966,0.382132507,-0.69936272
image 1240,0.52387339,0.392092067,0.602779335,0.393793798,-0.69627349,0.361567376,0.851140513,-0.083416156,0.295437118,0.183611815,-0.298694871,0.260184264,0.02108775,0.045613173,-0.626544897,-0.057018759,0.245894848,-0.109994929,0.764863439,0.437356414,0.726858449
image 1241,-0.692841242,-0.339995874,-0.752001646,-0.370322449,0.275112535,-0.331380768,-0.240153729,0.219078341,0.367748091,0.226182781,-0.436020839,0.651813735,-0.686083442,-0.68105097,0.206137066,-0.330648898,0.936278948,-0.641687189,-0.425276592,0.639210942,-0.67303647
image 1242,-0.304122736,-0.381083643,-0.444929118,-0.423333827,0.224504721,-0.425651669,1.242999182,-1.288789425,1.467654759,1.731370505,-0.466126227,1.16387723,-1.553951376,-1.603459831,-1.410386394,-1.822068478,-0.025080232,-0.705371777,-0.044580695,0.596587015,-0.354103396
image 1243,-0.462194124,-0.792286983,-0.683952518,-0.550946309,0.285520666,-0.878626591,2.408021562,-5.452672774,1.903047073,2.449671089,-0.397230806,0.761697418,-1.705282924,-1.768182967,-2.599896271,-2.456950044,-0.662068361,-0.299567657,-0.198012482,0.0218663,-0.553635856
image 1244,-0.848253937,-0.671061489,-0.981825262,-0.519345642,0.28892866,-0.78142166,3.07785789,-5.125091534,2.098857206,3.068639419,-0.458108381,1.058871175,-2.043906968,-2.100999083,-3.090681094,-2.930677618,-0.744411628,-0.683156223,-0.576104558,0.198004582,-0.860066927
image 1245,-0.963258892,0.493938379,-0.789845775,0.166098345,0.897917732,0.508436031,-0.404446723,0.590193581,-0.052988118,-0.267437705,-0.324008023,0.077640973,-0.033439878,0.019370598,0.431711762,0.264255755,0.966813017,-0.364733282,-0.701518367,0.299972878,-0.693605127
image 1246,-0.796222654,0.297339973,-0.707853354,-0.075352244,0.601590978,0.307492065,-0.283202715,0.492976399,-0.015851289,-0.256626031,-0.370418887,0.360663782,0.097081532,0.14728924,0.313248552,0.274002484,0.706912398,-0.477292089,-0.525147129,0.629770228,-0.618511014
image 1247,0.145868811,-0.630447433,-0.018901674,-0.471373763,0.186923992,-0.624747602,-0.158769258,-0.182332057,0.495681886,0.34139061,-0.380604325,0.419193794,-0.740137554,-0.770822741,0.163751222,-0.388432359,0.478381516,-0.289360993,0.39750088,0.38906969,0.082333834
image 1248,-0.992790161,-0.587388216,-1.035059812,-0.470602103,0.249056549,-0.609740721,0.62352575,-1.142646424,1.150653536,1.17321784,-0.448420709,0.85222013,-1.260203821,-1.298732833,-0.977397787,-1.463613042,0.25398539,-0.686118297,-0.717657755,0.420749744,-0.938792529
image 1249,1.789279458,-0.649438935,1.335324757,-0.395244336,0.053068328,-0.634830722,-0.407195575,0.145602691,-0.548057673,-0.620844296,0.240264428,-1.250480911,0.528757554,0.589146887,0.382959608,0.567863863,0.55481536,0.457242217,1.467959762,-1.644384347,2.058991636
image 1250,0.495572591,-0.789693277,0.353388055,-0.496050153,0.221780179,-0.782485112,-0.200786242,-0.457228439,0.294017863,0.03292411,-0.324374881,0.191689634,-0.313774555,-0.279318196,0.218798705,-0.042759832,0.872081636,-0.204781293,0.738566995,0.136435761,0.482641398
image 1251,0.903231538,-0.382723722,0.456298153,-0.262826223,-0.142184882,-0.398430209,0.438125501,-0.488649179,-0.352849067,-0.279262974,-0.332181378,-0.042719187,0.307953325,0.373742367,-0.284502125,0.318963173,0.761855873,-0.44767135,1.088834765,0.244405299,1.007440165
image 1252,-1.434811082,-0.755854404,-1.320544689,-0.519232076,0.258086431,-0.732794274,-0.642866706,0.413811022,-0.945242216,-0.941270587,-0.201479074,-0.509612384,1.051609678,1.071120753,0.640336309,0.929084199,-0.477117626,-0.280636045,-1.15104197,0.033218276,-1.21607789
image 1253,0.185670052,0.851392014,0.253232694,0.15275229,0.559371198,0.704198381,4.104603197,-1.217572834,1.422445854,1.851312512,-0.400541003,0.822376947,-0.927923788,-0.931149276,-3.114986198,-1.49031066,0.020466171,-0.290681435,-0.043569294,0.289096198,-0.071755205
image 1254,0.362066647,-0.071127864,0.339900237,-0.299926968,0.208709954,-0.04924741,-0.610168843,0.628911134,-0.685889013,-0.796871861,-0.269112083,-0.092575042,0.790418237,0.821747527,0.653193124,0.835390435,-0.065970679,-0.164793296,0.606396162,0.442242063,0.443478162
image 1255,1.436618104,1.613056054,2.110032436,1.250740718,-1.454227772,1.602228952,0.301468287,0.469120256,-0.046383401,-0.136684024,2.046148753,-1.282472187,0.761092277,0.698925952,-0.243742767,0.242452135,-1.853582103,2.643252732,-1.631986396,-1.677763557,-0.947564344
